Evaluation_ID,Date,Agent,Team,Supervisor,Process,Evaluation_Score,Errors,Critical_Error,Customer_Satisfaction,Resolution_Time_Min,Status
145018,2026-04-04,Agent 081,Team A,Supervisor 5,Retention,86.9,0,No,4.2,6.7,Pass
145019,2026-08-18,Agent 052,Team E,Supervisor 2,Verification,95.9,1,No,4.6,7.3,Pass
145020,2026-01-05,Agent 035,Team A,Supervisor 4,Billing,64.0,1,No,3.5,11.4,Fail
145021,2026-02-21,Agent 095,Team D,Supervisor 3,Technical Support,90.7,2,No,4.3,11.3,Pass
145022,2026-05-30,Agent 094,Team B,Supervisor 3,Retention,87.2,4,No,4.4,8.4,Pass
145023,2026-07-24,Agent 038,Team D,Supervisor 1,General Inquiry,85.1,1,No,3.0,9.2,Pass
145024,2026-02-13,Agent 080,Team A,Supervisor 5,Billing,96.6,1,No,4.5,9.6,Pass
145025,2026-08-31,Agent 042,Team B,Supervisor 4,General Inquiry,90.0,0,No,3.3,4.5,Pass
145026,2026-04-25,Agent 081,Team A,Supervisor 1,Technical Support,90.3,1,No,4.5,8.8,Pass
145027,2026-08-01,Agent 007,Team D,Supervisor 2,Verification,78.7,1,No,3.4,6.3,Fail
145028,2026-07-06,Agent 056,Team A,Supervisor 5,Verification,87.6,0,No,4.4,12.0,Pass
145029,2026-08-17,Agent 005,Team E,Supervisor 4,Retention,95.5,0,No,4.2,7.8,Pass
145030,2026-06-02,Agent 040,Team C,Supervisor 4,Retention,89.5,3,No,4.3,6.3,Pass
145031,2026-05-07,Agent 061,Team D,Supervisor 2,Technical Support,99.1,2,No,4.4,9.6,Pass
145032,2026-04-26,Agent 091,Team E,Supervisor 4,Technical Support,83.0,1,No,4.2,7.6,Fail
145033,2026-05-29,Agent 065,Team E,Supervisor 1,Technical Support,94.6,2,No,3.8,9.2,Pass
145034,2026-08-08,Agent 066,Team C,Supervisor 5,General Inquiry,82.8,0,No,3.4,9.5,Fail
145035,2026-07-11,Agent 068,Team D,Supervisor 1,Technical Support,91.4,0,No,4.5,5.5,Pass
145036,2026-08-21,Agent 065,Team B,Supervisor 3,General Inquiry,90.9,2,No,3.9,9.1,Pass
145037,2026-03-09,Agent 093,Team B,Supervisor 4,Technical Support,92.1,2,No,4.3,13.2,Pass
145038,2026-08-09,Agent 085,Team D,Supervisor 4,General Inquiry,88.9,3,No,4.5,5.5,Pass
145039,2026-02-16,Agent 042,Team C,Supervisor 4,Billing,93.0,2,No,4.4,7.4,Pass
145040,2026-05-07,Agent 035,Team C,Supervisor 2,Verification,90.2,0,No,4.0,11.9,Pass
145041,2026-02-04,Agent 098,Team A,Supervisor 3,Billing,90.1,1,No,4.7,4.2,Pass
145042,2026-08-03,Agent 066,Team D,Supervisor 3,Retention,100.0,2,No,4.9,11.4,Pass
145043,2026-01-07,Agent 025,Team E,Supervisor 1,Verification,100.0,1,No,4.9,2.6,Pass
145044,2026-07-03,Agent 006,Team C,Supervisor 4,General Inquiry,96.1,2,No,4.4,6.7,Pass
145045,2026-04-26,Agent 008,Team C,Supervisor 2,Retention,87.0,1,No,3.2,12.3,Pass
145046,2026-02-21,Agent 035,Team E,Supervisor 1,Technical Support,89.6,1,No,3.6,10.1,Pass
145047,2026-04-20,Agent 053,Team A,Supervisor 4,Billing,91.3,2,No,3.5,10.1,Pass
145048,2026-02-15,Agent 019,Team B,Supervisor 3,General Inquiry,82.1,2,No,3.2,8.7,Fail
145049,2026-05-17,Agent 009,Team A,Supervisor 4,General Inquiry,100.0,2,No,4.3,10.0,Pass
145050,2026-07-05,Agent 033,Team C,Supervisor 4,General Inquiry,85.2,0,No,2.9,5.3,Pass
145051,2026-01-23,Agent 008,Team D,Supervisor 3,Verification,100.0,0,No,5.0,6.6,Pass
145052,2026-05-11,Agent 038,Team E,Supervisor 4,Billing,85.0,1,No,3.5,6.1,Pass
145053,2026-05-07,Agent 032,Team E,Supervisor 3,Billing,90.1,1,Yes,3.2,9.8,Pass
145054,2026-07-08,Agent 023,Team D,Supervisor 1,General Inquiry,89.1,2,No,4.5,7.1,Pass
145055,2026-01-09,Agent 034,Team D,Supervisor 5,Billing,88.8,2,No,4.2,2.0,Pass
145056,2026-02-22,Agent 087,Team D,,Verification,80.3,3,No,4.6,9.0,Fail
145057,2026-07-15,Agent 046,Team C,Supervisor 1,Technical Support,100.0,2,No,5.0,9.7,Pass
145058,2026-06-26,Agent 032,Team A,Supervisor 2,Technical Support,77.2,0,No,2.9,9.7,Fail
145059,2026-08-05,Agent 001,Team A,Supervisor 1,Billing,77.7,4,No,4.4,5.2,Fail
145060,2026-07-17,Agent 007,Team E,Supervisor 3,General Inquiry,93.1,2,No,5.0,5.5,Pass
145061,2026-02-17,Agent 024,Team B,Supervisor 4,General Inquiry,86.9,1,No,4.0,14.5,Pass
145062,2026-05-03,Agent 002,Team B,Supervisor 3,Technical Support,80.0,4,No,4.1,7.5,Fail
145063,2026-03-23,Agent 018,Team C,Supervisor 1,Verification,100.0,1,No,4.0,12.4,Pass
145064,2026-04-19,Agent 083,Team A,Supervisor 1,General Inquiry,93.2,2,No,4.5,9.9,Pass
145065,2026-01-07,Agent 100,Team E,Supervisor 2,Billing,97.3,2,No,4.1,11.1,Pass
145066,2026-04-09,Agent 056,Team A,Supervisor 5,General Inquiry,99.8,3,No,4.0,4.2,Pass
145067,2026-01-31,Agent 092,Team E,Supervisor 1,Verification,82.3,3,No,3.5,11.1,Fail
145068,2026-04-12,Agent 099,Team D,Supervisor 1,Billing,87.6,1,No,3.9,5.0,Pass
145069,2026-02-25,Agent 032,Team E,Supervisor 3,Technical Support,86.9,0,No,3.6,11.5,Pass
145070,2026-08-12,Agent 077,Team A,Supervisor 2,Verification,79.4,1,No,3.8,5.6,Fail
145071,2026-04-09,Agent 070,Team C,Supervisor 2,Verification,87.7,2,No,4.3,8.8,Pass
145072,2026-07-08,Agent 093,Team E,Supervisor 4,Billing,84.3,3,No,4.5,10.6,Fail
145073,2026-08-08,Agent 010,Team D,Supervisor 1,Verification,100.0,5,No,4.0,8.9,Pass
145074,2026-08-24,Agent 040,Team C,Supervisor 1,Billing,98.3,0,No,5.0,7.4,Pass
145075,2026-01-05,Agent 074,Team D,Supervisor 5,General Inquiry,83.5,2,No,4.2,6.0,Fail
145076,2026-01-30,Agent 034,Team A,Supervisor 3,Billing,91.9,3,No,3.5,9.6,Pass
145077,2026-01-22,Agent 084,Team D,Supervisor 1,General Inquiry,98.8,1,No,4.4,8.5,Pass
145078,2026-05-25,Agent 033,Team B,Supervisor 5,Verification,86.8,2,No,3.4,10.5,Pass
145079,2026-05-18,Agent 075,Team B,Supervisor 2,Billing,74.9,0,No,3.8,5.2,Fail
145080,2026-07-18,Agent 088,Team C,Supervisor 3,General Inquiry,98.5,1,No,4.5,13.9,Pass
145081,2026-07-15,Agent 097,Team A,Supervisor 1,Technical Support,87.3,1,No,4.2,10.5,Pass
145082,2026-06-19,Agent 057,Team A,Supervisor 1,Billing,87.1,0,No,4.1,6.0,Pass
145083,2026-01-27,Agent 022,Team A,Supervisor 3,General Inquiry,95.8,0,No,4.5,7.3,Pass
145084,2026-05-07,Agent 048,Team D,Supervisor 5,Technical Support,91.1,0,No,5.0,9.6,Pass
145085,2026-05-15,Agent 076,Team A,Supervisor 2,Verification,87.5,4,No,4.1,9.7,Pass
145086,2026-01-23,Agent 094,Team A,Supervisor 5,Verification,95.1,1,No,3.8,9.4,Pass
145087,2026-03-16,Agent 032,Team D,Supervisor 4,Technical Support,97.4,1,No,4.9,8.4,Pass
145088,2026-04-27,Agent 083,Team C,Supervisor 1,Billing,93.1,0,No,4.5,6.4,Pass
145089,2026-05-16,Agent 045,Team B,Supervisor 4,Technical Support,92.0,2,No,2.9,15.0,Pass
145090,2026-01-08,Agent 002,Team B,Supervisor 3,Verification,93.9,1,No,4.4,8.0,Pass
145091,2026-04-11,Agent 078,Team E,Supervisor 1,Billing,85.8,0,No,4.0,3.7,Pass
145092,2026-01-05,Agent 055,Team A,Supervisor 1,Verification,93.0,2,No,4.1,9.7,Pass
145093,2026-07-18,Agent 059,Team E,Supervisor 3,Verification,88.9,2,No,4.2,5.1,Pass
145094,2026-03-27,Agent 033,Team B,Supervisor 4,Billing,79.9,2,No,3.5,7.7,Fail
145095,2026-08-16,Agent 096,Team C,Supervisor 5,Retention,86.8,3,No,3.8,8.4,Pass
145096,2026-05-10,Agent 083,Team E,Supervisor 4,General Inquiry,99.4,1,No,4.4,6.2,Pass
145097,2026-08-04,Agent 014,Team D,Supervisor 2,Technical Support,86.1,0,No,3.6,9.8,Pass
145098,2026-06-28,Agent 068,Team B,Supervisor 4,Verification,76.5,2,No,3.8,8.8,Fail
145099,2026-07-13,Agent 066,Team E,Supervisor 5,Retention,95.9,2,No,4.9,11.6,Pass
145100,2026-08-28,Agent 074,Team E,Supervisor 2,General Inquiry,85.3,0,No,3.1,8.7,Pass
145101,2026-01-12,Agent 059,Team B,Supervisor 3,Retention,80.7,1,No,4.0,10.9,Fail
145102,2026-02-16,Agent 093,Team C,Supervisor 1,General Inquiry,91.7,0,No,3.7,10.4,Pass
145103,2026-08-22,Agent 015,Team C,Supervisor 2,Verification,89.0,2,No,3.8,7.7,Pass
145104,2026-07-02,Agent 031,Team D,Supervisor 2,Verification,78.1,2,No,4.5,17.0,Fail
145105,2026-01-26,Agent 097,Team A,Supervisor 2,General Inquiry,90.5,2,No,3.8,8.7,Pass
145106,2026-04-12,Agent 029,Team D,Supervisor 1,Technical Support,100.0,0,No,4.4,12.0,Pass
145107,2026-04-30,Agent 075,Team B,Supervisor 5,Technical Support,82.0,0,No,3.8,9.6,Fail
145108,2026-06-22,Agent 073,Team B,Supervisor 2,Technical Support,82.0,0,No,4.4,7.2,Fail
145109,2026-07-09,Agent 047,Team C,Supervisor 3,Billing,90.8,1,No,3.9,5.0,Pass
145110,2026-03-11,Agent 057,Team B,Supervisor 5,General Inquiry,85.7,1,No,4.2,8.7,Pass
145111,2026-08-03,Agent 058,Team E,Supervisor 3,Verification,86.4,2,No,3.0,3.7,Pass
145112,2026-01-02,Agent 093,Team C,Supervisor 1,General Inquiry,100.0,2,No,4.2,8.0,Pass
145113,2026-01-26,Agent 085,Team A,Supervisor 3,General Inquiry,90.4,0,No,3.9,6.9,Pass
145114,2026-01-14,Agent 031,Team A,Supervisor 4,Technical Support,97.5,0,No,4.3,13.8,Pass
145115,2026-03-23,Agent 053,Team D,Supervisor 4,Billing,73.8,2,No,2.6,7.6,Fail
145116,2026-04-12,Agent 086,Team E,Supervisor 1,Billing,81.3,0,No,3.5,5.5,Fail
145117,2026-07-04,Agent 064,Team A,Supervisor 5,Technical Support,98.2,2,No,4.6,7.3,Pass
145118,2026-02-01,Agent 082,Team C,Supervisor 1,Technical Support,95.8,4,No,4.6,9.3,Pass
145119,2026-03-03,Agent 002,Team D,Supervisor 5,Technical Support,88.7,1,No,3.8,8.2,Pass
145120,2026-04-25,Agent 060,Team E,Supervisor 4,Verification,97.7,1,No,4.8,9.7,Pass
145121,2026-07-25,Agent 086,Team A,Supervisor 4,Verification,81.1,1,No,4.1,9.3,Fail
145122,2026-01-30,Agent 084,Team B,Supervisor 4,Technical Support,79.5,0,No,3.6,11.3,Fail
145123,2026-05-21,Agent 048,Team A,Supervisor 2,Technical Support,99.8,2,No,4.2,11.1,Pass
145124,2026-06-17,Agent 048,Team C,Supervisor 4,Technical Support,91.3,0,No,4.6,8.9,Pass
145125,2026-01-31,Agent 061,Team B,Supervisor 3,Retention,89.9,1,Yes,3.4,11.5,Pass
145126,2026-02-06,Agent 004,Team C,Supervisor 1,Billing,90.6,2,No,4.5,5.3,Pass
145127,2026-06-22,Agent 026,Team D,Supervisor 5,General Inquiry,88.1,1,No,4.2,9.8,Pass
145128,2026-04-12,Agent 084,Team E,Supervisor 4,Billing,91.9,1,No,3.2,8.7,Pass
145129,2026-05-08,Agent 022,Team A,Supervisor 1,Billing,90.3,0,No,3.5,10.1,Pass
145130,2026-03-27,Agent 043,Team D,Supervisor 2,Retention,89.8,1,No,4.1,9.1,Pass
145131,2026-02-28,Agent 020,Team E,Supervisor 4,General Inquiry,96.4,3,No,3.8,7.5,Pass
145132,2026-01-28,Agent 093,Team C,Supervisor 1,General Inquiry,99.6,0,No,5.0,7.1,Pass
145133,2026-05-02,Agent 048,Team D,Supervisor 5,General Inquiry,99.4,1,No,4.6,7.6,Pass
145134,2026-03-02,Agent 095,Team B,Supervisor 4,Technical Support,78.1,2,No,4.3,11.7,Fail
145135,2026-05-27,Agent 061,Team A,Supervisor 3,General Inquiry,92.9,1,No,4.3,6.7,Pass
145136,2026-06-20,Agent 023,Team A,Supervisor 4,Technical Support,86.6,3,No,4.3,10.5,Pass
145137,2026-07-06,Agent 061,Team A,Supervisor 1,Verification,83.4,0,No,3.8,6.8,Fail
145138,2026-01-16,Agent 080,Team E,Supervisor 2,Verification,97.4,3,No,4.6,12.6,Pass
145139,2026-03-10,Agent 063,Team E,Supervisor 4,Technical Support,82.9,2,No,4.0,9.2,Fail
145140,2026-02-13,Agent 019,Team C,Supervisor 3,Technical Support,90.6,1,No,4.0,16.7,Pass
145141,2026-04-23,Agent 075,Team D,Supervisor 2,General Inquiry,96.2,0,No,4.9,11.0,Pass
145142,2026-07-13,Agent 076,Team B,Supervisor 3,General Inquiry,89.8,1,No,3.8,11.2,Pass
145143,2026-05-18,Agent 100,Team C,Supervisor 2,Technical Support,97.0,2,No,5.0,8.2,Pass
145144,2026-06-24,Agent 013,Team D,Supervisor 4,Verification,98.0,0,No,3.7,11.1,Pass
145145,2026-01-19,Agent 002,Team E,Supervisor 1,Billing,88.2,0,No,3.5,6.6,Pass
145146,2026-03-25,Agent 051,Team C,Supervisor 2,Verification,85.4,2,No,3.2,9.0,Pass
145147,2026-04-03,Agent 075,Team D,Supervisor 2,Verification,95.8,3,No,4.2,9.2,Pass
145148,2026-08-05,Agent 001,Team B,Supervisor 5,Technical Support,81.2,0,No,3.9,12.4,Fail
145149,2026-07-28,Agent 041,Team B,Supervisor 4,Technical Support,78.6,0,No,4.3,12.8,Fail
145150,2026-06-28,Agent 010,Team B,Supervisor 4,Technical Support,85.4,2,No,4.1,10.5,Pass
145151,2026-08-31,Agent 003,Team E,Supervisor 3,Verification,94.8,1,No,3.9,8.0,Pass
145152,2026-05-21,Agent 008,Team A,Supervisor 1,Verification,85.1,2,No,3.5,11.6,Pass
145153,2026-07-10,Agent 080,Team D,Supervisor 1,Technical Support,89.8,1,No,4.9,8.4,Pass
145154,2026-08-25,Agent 036,Team D,Supervisor 4,Billing,83.6,4,No,4.5,10.0,Fail
145155,2026-05-24,Agent 040,Team D,Supervisor 5,Verification,93.0,1,No,4.3,7.8,Pass
145156,2026-06-30,Agent 039,Team E,Supervisor 1,Technical Support,74.3,2,No,3.8,10.2,Fail
145157,2026-06-12,Agent 084,Team C,Supervisor 3,General Inquiry,95.0,1,No,4.1,9.6,Pass
145158,2026-04-10,Agent 047,Team A,Supervisor 4,Billing,85.2,0,No,4.0,6.7,Pass
145159,2026-07-06,Agent 060,Team E,Supervisor 5,Verification,94.7,2,No,4.4,11.1,Pass
145160,2026-02-08,Agent 008,Team B,Supervisor 1,Technical Support,89.9,1,No,4.1,7.5,Pass
145161,2026-03-08,Agent 074,Team A,Supervisor 5,Verification,91.8,2,No,4.0,12.4,Pass
145162,2026-03-14,Agent 037,Team C,Supervisor 2,Billing,93.6,2,No,4.5,10.7,Pass
145163,2026-08-20,Agent 063,Team B,Supervisor 5,Verification,83.5,5,No,3.5,8.9,Fail
145164,2026-07-08,Agent 096,Team E,Supervisor 2,Technical Support,100.0,2,No,4.8,7.6,Pass
145165,2026-02-19,Agent 027,Team C,Supervisor 3,Verification,80.9,2,No,3.5,8.8,Fail
145166,2026-02-22,Agent 095,Team A,Supervisor 1,Technical Support,87.8,3,No,4.4,11.9,Pass
145167,2026-02-15,Agent 003,Team B,Supervisor 2,Billing,74.7,5,No,3.8,6.3,Fail
145168,2026-02-21,Agent 039,Team B,Supervisor 2,General Inquiry,87.7,0,No,4.8,8.3,Pass
145169,2026-05-04,Agent 006,Team D,Supervisor 4,Verification,86.6,1,No,3.7,10.1,Pass
145170,2026-06-06,Agent 081,Team A,Supervisor 1,Verification,100.0,2,No,4.4,10.1,Pass
145171,2026-01-05,Agent 010,Team B,Supervisor 1,Verification,88.2,1,No,4.0,9.0,Pass
145172,2026-07-14,Agent 085,Team D,Supervisor 2,Billing,79.6,2,No,3.9,5.6,Fail
145173,2026-03-15,Agent 029,Team D,Supervisor 2,Technical Support,100.0,1,No,4.2,7.4,Pass
145174,2026-04-05,Agent 029,Team D,Supervisor 4,General Inquiry,86.0,1,No,4.4,5.3,Pass
145175,2026-03-16,Agent 020,Team C,Supervisor 2,Technical Support,93.0,1,No,4.0,14.9,Pass
145176,2026-07-28,Agent 079,Team A,Supervisor 3,Retention,85.1,0,No,3.8,9.9,Pass
145177,2026-06-17,Agent 066,Team D,Supervisor 4,General Inquiry,77.6,1,No,4.6,7.6,Fail
145178,2026-08-21,Agent 097,Team E,Supervisor 4,Technical Support,99.5,2,No,4.1,10.8,Pass
145179,2026-07-19,Agent 012,Team A,Supervisor 2,General Inquiry,100.0,1,No,3.9,8.1,Pass
145180,2026-04-26,Agent 013,Team B,Supervisor 5,Technical Support,76.5,1,No,3.1,10.3,Fail
145181,2026-05-10,Agent 039,Team B,Supervisor 2,Verification,83.9,2,No,4.1,10.9,Fail
145182,2026-03-09,Agent 039,Team A,Supervisor 2,Technical Support,92.2,1,No,4.1,8.2,Pass
145183,2026-07-09,Agent 045,Team B,Supervisor 2,Technical Support,79.6,0,No,3.5,12.2,Fail
145184,2026-03-21,Agent 085,Team A,Supervisor 3,Billing,95.7,2,No,5.0,6.9,Pass
145185,2026-08-21,Agent 041,Team D,Supervisor 5,Verification,83.1,1,No,3.6,10.2,Fail
145186,2026-07-05,Agent 080,Team D,Supervisor 5,Billing,90.8,1,No,4.1,5.5,Pass
145187,2026-04-15,Agent 098,Team C,Supervisor 4,Verification,79.9,0,No,3.6,6.1,Fail
145188,2026-08-01,Agent 091,Team B,Supervisor 3,Technical Support,86.0,0,No,5.0,6.4,Pass
145189,2026-03-10,Agent 043,Team E,Supervisor 1,Technical Support,91.8,2,No,4.3,13.9,Pass
145190,2026-07-05,Agent 062,Team D,Supervisor 1,Retention,89.7,1,No,3.8,11.4,Pass
145191,2026-06-12,Agent 003,Team E,Supervisor 3,Verification,98.8,0,No,4.8,9.8,Pass
145192,2026-05-22,Agent 009,Team B,Supervisor 2,Retention,86.4,2,No,4.0,12.0,Pass
145193,2026-05-23,Agent 044,Team D,Supervisor 1,Verification,73.5,1,No,3.5,7.4,Fail
145194,2026-05-14,Agent 034,Team A,Supervisor 2,Retention,96.2,0,Yes,4.4,11.6,Pass
145195,2026-01-16,Agent 019,Team D,Supervisor 3,Verification,100.0,2,No,4.8,11.7,Pass
145196,2026-03-28,Agent 090,Team D,Supervisor 2,General Inquiry,89.5,0,No,4.1,6.2,Pass
145197,2026-05-04,Agent 087,Team B,Supervisor 3,Retention,81.1,1,No,3.3,12.5,Fail
145198,2026-08-11,Agent 018,Team E,Supervisor 4,Billing,92.3,0,No,4.6,12.0,Pass
145199,2026-08-22,Agent 046,Team C,Supervisor 1,Verification,95.0,1,No,3.8,9.4,Pass
145200,2026-06-23,Agent 041,Team B,Supervisor 2,Verification,87.8,1,No,4.5,8.5,Pass
145201,2026-07-10,Agent 049,Team A,Supervisor 4,General Inquiry,89.4,1,No,3.8,9.7,Pass
145202,2026-05-20,Agent 052,Team A,Supervisor 1,General Inquiry,100.0,1,No,4.0,8.0,Pass
145203,2026-02-10,Agent 074,Team B,Supervisor 3,Verification,73.3,5,No,3.7,9.6,Fail
145204,2026-04-29,Agent 043,Team C,Supervisor 3,Verification,90.5,1,No,3.4,9.5,Pass
145205,2026-01-19,Agent 010,Team C,Supervisor 3,Billing,95.1,2,No,4.0,10.5,Pass
145206,2026-03-17,Agent 085,Team C,Supervisor 1,Billing,90.6,0,No,3.4,6.7,Pass
145207,2026-04-19,Agent 038,Team E,Supervisor 4,Technical Support,91.2,1,No,4.3,9.6,Pass
145208,2026-04-29,Agent 038,Team A,Supervisor 3,General Inquiry,87.9,0,No,4.6,9.9,Pass
145209,2026-07-24,Agent 047,Team B,Supervisor 5,Verification,87.0,3,No,4.5,8.4,Pass
145210,2026-04-23,Agent 007,Team E,Supervisor 4,Technical Support,100.0,1,No,4.8,18.3,Pass
145211,2026-01-02,Agent 012,Team A,Supervisor 3,Retention,92.2,0,No,4.4,8.3,Pass
145212,2026-01-20,Agent 052,Team A,Supervisor 4,Billing,92.2,0,No,4.3,9.1,Pass
145213,2026-04-29,Agent 033,Team B,Supervisor 3,Billing,91.1,0,No,4.7,7.7,Pass
145214,2026-04-05,Agent 089,Team E,Supervisor 1,Billing,100.0,0,No,4.4,9.5,Pass
145215,2026-05-17,Agent 092,Team C,Supervisor 5,Technical Support,100.0,1,Yes,4.6,8.7,Pass
145216,2026-01-21,Agent 024,Team C,Supervisor 2,Technical Support,82.4,1,No,4.1,8.2,Fail
145217,2026-01-08,Agent 048,Team E,Supervisor 3,Verification,100.0,1,No,4.0,11.2,Pass
145218,2026-06-16,Agent 031,Team C,Supervisor 1,Billing,88.9,3,No,4.2,8.5,Pass
145219,2026-06-14,Agent 082,Team E,Supervisor 4,Billing,97.1,2,No,3.9,8.9,Pass
145220,2026-01-29,Agent 023,Team A,Supervisor 3,Verification,100.0,1,No,4.3,10.9,Pass
145221,2026-07-30,Agent 071,Team B,Supervisor 2,Technical Support,82.2,1,No,4.9,14.6,Fail
145222,2026-02-04,Agent 072,Team E,Supervisor 5,Retention,95.5,1,No,4.0,8.0,Pass
145223,2026-08-25,Agent 015,Team A,Supervisor 2,Technical Support,85.7,0,No,3.6,13.9,Pass
145224,2026-02-07,Agent 038,Team A,Supervisor 5,Billing,92.1,2,No,4.0,4.7,Pass
145225,2026-03-31,Agent 028,Team B,Supervisor 2,Technical Support,89.4,2,No,3.9,8.5,Pass
145226,2026-07-22,Agent 091,Team E,Supervisor 4,Retention,83.8,2,No,3.6,10.7,Fail
145227,2026-08-16,Agent 021,Team A,Supervisor 5,Billing,83.5,1,No,3.9,2.0,Fail
145228,2026-06-12,Agent 027,Team E,Supervisor 3,Verification,92.4,3,No,3.9,5.9,Pass
145229,2026-03-09,Agent 047,Team D,Supervisor 4,Retention,92.4,0,No,3.4,10.4,Pass
145230,2026-05-11,Agent 056,Team C,Supervisor 4,Technical Support,80.8,0,No,3.5,11.7,Fail
145231,2026-04-19,Agent 014,Team A,Supervisor 1,Retention,93.6,2,No,4.5,7.5,Pass
145232,2026-04-21,Agent 021,Team C,Supervisor 4,Verification,94.5,2,No,3.3,6.8,Pass
145233,2026-01-12,Agent 014,Team C,Supervisor 3,Billing,91.0,4,No,3.1,2.5,Pass
145234,2026-02-01,Agent 070,Team D,Supervisor 5,Verification,88.9,1,No,4.5,8.3,Pass
145235,2026-06-24,Agent 076,Team C,Supervisor 2,Verification,87.9,1,No,4.4,10.5,Pass
145236,2026-03-04,Agent 028,Team E,Supervisor 2,Technical Support,97.3,3,Yes,3.5,11.4,Pass
145237,2026-06-03,Agent 093,Team A,Supervisor 1,Retention,100.0,1,No,4.6,2.9,Pass
145238,2026-02-12,Agent 037,Team E,Supervisor 2,Technical Support,97.7,0,No,4.7,10.4,Pass
145239,2026-04-17,Agent 067,Team B,Supervisor 1,General Inquiry,84.9,1,No,4.0,5.0,Fail
145240,2026-07-24,Agent 033,Team C,Supervisor 1,Verification,90.1,0,No,4.1,9.4,Pass
145241,2026-06-21,Agent 012,Team E,Supervisor 4,Billing,80.2,1,No,4.4,14.6,Fail
145242,2026-02-07,Agent 012,Team D,Supervisor 4,Verification,98.3,3,No,3.8,12.8,Pass
145243,2026-01-29,Agent 075,Team E,Supervisor 4,General Inquiry,91.7,1,No,5.0,9.9,Pass
145244,2026-02-24,Agent 092,Team E,Supervisor 1,Technical Support,90.6,2,No,4.2,9.9,Pass
145245,2026-02-21,Agent 051,Team D,Supervisor 5,Billing,96.5,1,No,4.4,8.0,Pass
145246,2026-04-25,Agent 035,Team C,Supervisor 2,Verification,83.3,1,No,4.1,7.7,Fail
145247,2026-01-19,Agent 098,Team B,Supervisor 2,Technical Support,81.3,2,No,5.0,6.8,Fail
145248,2026-02-04,Agent 086,Team B,Supervisor 5,Billing,69.5,2,No,3.7,12.3,Fail
145249,2026-02-17,Agent 087,Team B,Supervisor 4,Billing,79.6,1,No,3.0,10.4,Fail
145250,2026-08-21,Agent 012,Team D,Supervisor 2,General Inquiry,90.8,2,No,4.5,3.7,Pass
145251,2026-08-07,Agent 019,Team D,Supervisor 2,General Inquiry,93.2,0,No,5.0,8.3,Pass
145252,2026-04-20,Agent 095,Team D,Supervisor 3,Technical Support,100.0,1,No,4.2,11.2,Pass
145253,2026-07-07,Agent 059,Team E,Supervisor 4,General Inquiry,93.5,3,No,4.1,12.9,Pass
145254,2026-01-31,Agent 013,Team E,Supervisor 2,Billing,94.3,2,No,4.6,8.0,Pass
145255,2026-01-03,Agent 019,Team A,Supervisor 5,General Inquiry,88.4,2,No,5.0,12.2,Pass
145256,2026-06-12,Agent 036,Team E,Supervisor 1,Technical Support,100.0,2,No,4.0,7.5,Pass
145257,2026-03-29,Agent 086,Team D,Supervisor 5,Retention,86.4,0,No,3.8,16.0,Pass
145258,2026-02-21,Agent 094,Team E,Supervisor 1,Technical Support,100.0,4,No,3.9,5.3,Pass
145259,2026-03-12,Agent 004,Team E,Supervisor 4,Retention,100.0,2,No,3.4,8.7,Pass
145260,2026-02-20,Agent 013,Team C,Supervisor 5,Billing,87.4,2,No,3.9,7.6,Pass
145261,2026-02-25,Agent 084,Team D,Supervisor 3,Retention,93.8,2,No,3.6,4.6,Pass
145262,2026-04-09,Agent 006,Team E,Supervisor 2,Verification,86.6,2,No,3.4,7.9,Pass
145263,2026-01-21,Agent 044,Team B,Supervisor 3,Billing,70.1,2,No,3.9,12.7,Fail
145264,2026-05-09,Agent 076,Team C,Supervisor 5,General Inquiry,86.0,3,No,3.6,10.4,Pass
145265,2026-04-18,Agent 080,Team B,Supervisor 1,Billing,87.0,2,No,3.4,7.7,Pass
145266,2026-02-22,Agent 081,Team A,Supervisor 3,Retention,86.1,0,No,4.3,8.0,Pass
145267,2026-01-06,Agent 008,Team D,Supervisor 3,General Inquiry,100.0,0,No,4.3,5.9,Pass
145268,2026-08-19,Agent 033,Team C,Supervisor 1,Billing,88.5,2,No,3.8,9.1,Pass
145269,2026-08-14,Agent 052,Team B,Supervisor 2,General Inquiry,85.4,0,No,3.8,8.8,Pass
145270,2026-03-23,Agent 076,Team B,Supervisor 4,General Inquiry,87.9,2,No,3.9,6.5,Pass
145271,2026-07-09,Agent 090,Team A,Supervisor 5,Retention,88.0,3,No,4.9,11.7,Pass
145272,2026-08-05,Agent 083,Team B,Supervisor 4,Retention,84.7,1,No,3.4,9.7,Fail
145273,2026-03-20,Agent 013,Team E,Supervisor 3,Retention,98.8,1,No,5.0,12.5,Pass
145274,2026-02-16,Agent 010,Team E,Supervisor 2,Technical Support,91.0,4,No,4.2,9.6,Pass
145275,2026-04-06,Agent 034,Team E,Supervisor 3,General Inquiry,100.0,2,No,3.8,5.6,Pass
145276,2026-04-16,Agent 095,Team A,Supervisor 5,Verification,84.1,0,No,3.5,8.9,Fail
145277,2026-08-29,Agent 027,Team E,Supervisor 5,Technical Support,85.5,1,No,4.3,10.8,Pass
145278,2026-06-27,Agent 058,Team D,Supervisor 2,Verification,90.2,2,No,4.1,10.1,Pass
145279,2026-03-23,Agent 067,Team E,Supervisor 5,Verification,87.0,2,No,4.3,8.8,Pass
